Image Number,Center X,Center Y,StdDev Horizontal,Std Dev Vertical
0
59,93.83385757004997,219.40402585566392
60,95.68692886974831,217.86446645631813
61,95.27930768267886,218.4321212539979
62,179.68821344888678,221.21713400884485
63,180.64677254143638,221.7765304937586
64,179.86073442223173,223.68541859670074
65,267.0750705461852,204.74717443096984
66,267.19879488924516,209.60901887734772
67,266.1798697712201,208.51040145394091
73,274.3400431870006,204.75610310411912
74,273.44321864391185,205.81069417739437
75,273.15099171429256,205.61817173382607
77,353.2630018061804,204.6061088758629
78,353.8852531441488,203.30592180203516
79,352.21840596322596,204.15679894425952
80,312.34313113441607,204.52530436142615
81,313.1160349693985,201.4084182788836
82,312.11840038067925,201.00669797880116
83,312.29317276741347,200.45780062295867
84,132.42237239805132,254.29214663519284
85,131.29521858798734,255.4865958538821
86,135.9988356956537,254.77748611685175
87,130.98094102950247,254.42187606024922
88,174.56636927613675,254.4831815599854
89,173.67935580024877,254.09783447631526
90,173.36920502447623,252.290452181076
91,175.2895186608897,257.2751667704358
92,215.07500705655937,253.80949363235624
93,216.94462220467622,255.47756358425315
94,217.3834915918711,256.4745644877478
95,219.6648004345676,255.57239348461326
96,257.50957542067664,254.1259284055811
97,257.570545197815,253.88751117668164
98,257.6089813372307,253.78662089019835
99,257.6936671647974,254.2498517060511
100,298.2952436151055,254.76909617478606
101,298.1169393001307,255.21794911950758
102,298.3189654536773,255.25096983760508
103,298.4415890038736,254.35763625124292
104,337.66969489877954,251.71635156144524
105,338.1116560201459,251.7179090471175
107,337.93979130669914,251.84264636476274
108,338.18833275957206,250.67508565210196
113,274.2817559120019,308.9374117445766
114,275.7421347767481,310.2555996702759
115,276.0461325201841,310.02072804280994
116,276.2417374542582,310.24048782871637
117,319.6559290654899,310.99105624588617
118,319.6313092726346,312.1826263203713
119,319.46776160473627,311.841371820779
120,319.76654338764155,311.98447027104925
121,360.82585188540037,313.3258908241004
122,360.64739266264627,312.8307783296112
123,360.689270210389,312.2626467099784
124,360.8335382258014,312.5428875466125
125,442.1542117060401,317.1277309025985
126,441.42140737582423,315.78584607818385
127,441.5300773440553,315.90717126090226
128,441.95769286933466,316.8407357397122
129,481.35090878368925,317.4272946632326
130,481.4725819590857,316.6159681822135
131,481.1535576706723,316.8819465108059
132,482.21933609621834,316.90676933858305
133,59.55768321914789,300.29871844382603
134,61.376816545951996,298.3523691730104
135,60.60960139542109,300.5877018018443
136,59.19985355062283,300.1851062687214
137,102.6280068014727,297.40383468175656
138,102.40955557323258,298.7865911290351
139,100.57013333623348,296.8202762296189
140,102.67850653460079,298.5730025774653
141,120.23221696171454,300.1898879495705
142,118.10535832779757,301.85912326532906
143,118.16700474619614,302.0417496311767
144,118.19187121087131,302.5378510894045
145,143.380762851227,297.65106023170455
146,142.46748228973178,297.3647432540817
147,143.2239805848247,297.5672414624104
148,140.51718892104998,297.9845023911149
149,182.6593569656309,298.1418468359333
150,182.64828488417706,297.92582445480707
151,182.92797391602642,297.87455852433123
152,183.0029286817877,297.8637465373881
153,186.1728851830908,329.8083307385874
154,186.5492243440529,329.1491955430002
155,186.0292302003802,329.23752125561214
156,186.05706501583137,329.3191466220413
157,233.36795685970054,328.463961880729
158,232.82586842848798,327.60883484043825
159,229.71350413783279,328.3780985513343
160,232.72525153041173,327.7700361791668
161,273.76316751955034,329.73823826493043
162,275.7575781134558,329.9125721193857
163,273.60940070127293,330.0025820738042
164,273.7244999819209,330.09757535831045
165,313.3973669095876,330.59163642669836
166,313.23094160288184,330.71155384663837
167,313.2083786255443,330.77428522126553
168,313.36106959216625,330.6523370232485
169,396.3640143494862,332.05477157898144
170,395.617460222669,331.85554030819173
171,396.3911361968549,332.1303447002533
172,395.89256887798285,332.16822339411516
