Image Number,Center X,Center Y,StdDev Horizontal,Std Dev Vertical
0
59,93.83385757004997,219.40402585566392,0.9677151865944192,4.009449743264753
60,95.68692886974831,217.86446645631813,0.7424975144337135,5.151973582834018
61,95.27930768267886,218.4321212539979,0.7270480243366128,5.212134543408362
62,179.68821344888678,221.21713400884485,1.1147842657503555,2.1332525060692515
63,180.64677254143638,221.7765304937586,0.83092419657981,2.5740660863437568
64,179.86073442223173,223.68541859670074,1.1381174020649096,3.626058878513354
65,267.0750705461852,204.74717443096984,2.241840204786577,13.182457200661304
66,267.19879488924516,209.60901887734772,2.3697667509990565,5.035545962902496
67,266.1798697712201,208.51040145394091,3.540061676733699,4.595558869507625
73,274.3400431870006,204.75610310411912,6.491531432619202,7.31888797087335
74,273.44321864391185,205.81069417739437,8.261574847627143,7.257546441830887
75,273.15099171429256,205.61817173382607,8.395328002698498,7.565385107130859
77,353.2630018061804,204.6061088758629,5.493098240735283,4.29566322817894
78,353.8852531441488,203.30592180203516,6.087365194189325,3.3836943891959814
79,352.21840596322596,204.15679894425952,6.557195072515586,3.1954900594475086
80,312.34313113441607,204.52530436142615,5.588158051911466,5.745243989851365
81,313.1160349693985,201.4084182788836,6.025875449926955,3.654284157032464
82,312.11840038067925,201.00669797880116,7.0864910249072635,4.406813194332426
83,312.29317276741347,200.45780062295867,7.089188755441932,3.1660046223221405
84,132.42237239805132,254.29214663519284,4.3067464843901515,6.417058493680035
85,131.29521858798734,255.4865958538821,4.908850345384105,6.3671100735668835
86,135.9988356956537,254.77748611685175,8.584433337345413,4.9941716761414146
87,130.98094102950247,254.42187606024922,5.117211446405824,5.370134929913309
88,174.56636927613675,254.4831815599854,4.7275771979909464,3.1678947409316813
89,173.67935580024877,254.09783447631526,6.437695363099053,3.474606588647915
90,173.36920502447623,252.290452181076,6.593885801251147,2.7873975371893436
91,175.2895186608897,257.2751667704358,4.729209363054509,4.452820054846227
92,215.07500705655937,253.80949363235624,6.334123387607411,1.9488808007329534
93,216.94462220467622,255.47756358425315,8.080773269328214,2.7211585139427834
94,217.3834915918711,256.4745644877478,8.267318853585852,2.211181525286066
95,219.6648004345676,255.57239348461326,9.86068974730619,1.4652046608845635
96,257.50957542067664,254.1259284055811,6.675780060232609,2.704136241957288
97,257.570545197815,253.88751117668164,6.647657278502652,2.9140751377307628
98,257.6089813372307,253.78662089019835,6.605179609252467,2.6809454420956143
99,257.6936671647974,254.2498517060511,6.576722939133856,2.7069332019005827
100,298.2952436151055,254.76909617478606,6.705809824561147,2.981349985017069
101,298.1169393001307,255.21794911950758,6.624534032640799,2.181605220236403
102,298.3189654536773,255.25096983760508,6.750900350115645,2.3083727544087247
103,298.4415890038736,254.35763625124292,6.663590033871669,3.2667839890941295
104,337.66969489877954,251.71635156144524,6.210728685673001,3.377413692122266
105,338.1116560201459,251.7179090471175,6.338074391942699,3.587185716331372
107,337.93979130669914,251.84264636476274,6.288961573364599,3.0282904644933937
108,338.18833275957206,250.67508565210196,6.186589358792703,4.10107941402743
113,274.2817559120019,308.9374117445766,3.892956777078502,4.794749659977309
114,275.7421347767481,310.2555996702759,4.535765938235691,4.66622650744931
115,276.0461325201841,310.02072804280994,4.545655403672037,2.2262514157125017
116,276.2417374542582,310.24048782871637,4.6497847767530995,2.8951312130050146
117,319.6559290654899,310.99105624588617,4.410519998245082,3.0198480458627897
118,319.6313092726346,312.1826263203713,4.334709687203355,3.9909339754311914
119,319.46776160473627,311.841371820779,4.471689460416843,3.8980513701355664
120,319.76654338764155,311.98447027104925,4.4491853585047645,3.9716440216868176
121,360.82585188540037,313.3258908241004,4.744138263484551,3.1950268933478396
122,360.64739266264627,312.8307783296112,4.673876604017344,4.0505350195787555
123,360.689270210389,312.2626467099784,4.717842951294665,4.331175918113057
124,360.8335382258014,312.5428875466125,4.7257637014968825,4.238743771700391
125,442.1542117060401,317.1277309025985,5.1708505304868275,2.8339991015485375
126,441.42140737582423,315.78584607818385,2.592454459875001,4.6687701093869
127,441.5300773440553,315.90717126090226,2.8050705738429227,4.687041451309435
128,441.95769286933466,316.8407357397122,4.805859396667629,3.6325916039286454
129,481.35090878368925,317.4272946632326,3.3586867882998677,3.2305216999009705
130,481.4725819590857,316.6159681822135,3.546147101969164,3.2838056303462357
131,481.1535576706723,316.8819465108059,3.263691605498864,3.2346725461032757
132,482.21933609621834,316.90676933858305,3.3334111968000197,2.8211028940841043
133,59.55768321914789,300.29871844382603,3.8761928423107794,3.6951665481304303
134,61.376816545951996,298.3523691730104,2.113993300917673,3.899220174332725
135,60.60960139542109,300.5877018018443,3.3916290934001863,3.597118842410694
136,59.19985355062283,300.1851062687214,3.520034988226608,3.5453648546285197
137,102.6280068014727,297.40383468175656,2.749638491064498,3.880988203100239
138,102.40955557323258,298.7865911290351,2.7573372442370903,4.089700063188653
139,100.57013333623348,296.8202762296189,2.9651756626973564,3.163333481381463
140,102.67850653460079,298.5730025774653,2.656076828883503,4.008870765124035
141,120.23221696171454,300.1898879495705,2.3495738375350714,3.7101386992401784
142,118.10535832779757,301.85912326532906,2.662771758344228,4.434372354516663
143,118.16700474619614,302.0417496311767,2.810926040633238,4.442752618047973
144,118.19187121087131,302.5378510894045,2.8502302470584953,4.428574269320613
145,143.380762851227,297.65106023170455,2.9029598644975594,2.9494319243206975
146,142.46748228973178,297.3647432540817,3.516542953167025,2.7867411900804395
147,143.2239805848247,297.5672414624104,2.925450223126345,2.8821527557517435
148,140.51718892104998,297.9845023911149,3.134479693224828,3.0837592352072623
